case_label,intensity_w_cm2,harmonic_order,nearest_harmonic_order,mean_intensity,raw_normalized_intensity,display_metric,normalized_intensity,display_intensity,display_scale,display_floor,display_frequency_rolloff,display_rolloff_reference_order,display_frequency_rolloff_power,mean_cutoff_order,cutoff_order_p95,cutoff_order_p99,bsv_tail_quantile,spectrum_model,frequency_grid,driver_sampling,normalization_scope,claim_level,mechanism,processing
BSV - 2e13 W/cm^2,20000000000000.0,25.999368168108926,25.0,8.055828027055763e-05,2.9515445989636086e-05,1.1567221406319335e-06,1.225884404935444e-07,0.012258844049354439,100000.0,0.01,0.014358823658437646,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.039367196059867,27.0,0.0001964991326700792,7.199457979807135e-05,2.80419991635855e-06,2.971867508222156e-07,0.029718675082221563,100000.0,0.01,0.014270800477612203,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.0793662240108,27.0,0.0008714872745229445,0.0003193009519995687,1.2360696854354242e-05,1.3099762661765325e-06,0.13099762661765324,100000.0,0.01,0.014183450769399399,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.11936525196174,27.0,0.001170818116407312,0.0004289716558303618,1.6504751778564615e-05,1.7491597248773473e-06,0.17491597248773474,100000.0,0.01,0.014096768359896842,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.159364279912676,27.0,0.00047507032145396356,0.00017405923223609617,6.656090148147876e-06,7.054068409204329e-07,0.0705406840920433,100000.0,0.01,0.014010747141132202,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.19936330786361,27.0,0.00021882755787386315,8.017540771448824e-05,3.0472571320678515e-06,3.229457503069391e-07,0.03229457503069391,100000.0,0.01,0.013925381070259694,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.23936233581455,27.0,0.00014482564571504638,5.3062124832608885e-05,2.004483125366893e-06,2.1243343729904694e-07,0.021243343729904694,100000.0,0.01,0.013840664168767733,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.27936136376548,27.0,0.00010151721977247906,3.7194513179146364e-05,1.3965308233111546e-06,1.4800316317741776e-07,0.014800316317741776,100000.0,0.01,0.013756590521697372,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.319360391716422,27.0,0.00023393183242774218,8.570940618504132e-05,3.1985860350557094e-06,3.389834602869224e-07,0.03389834602869224,100000.0,0.01,0.013673154276871241,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.35935941966736,27.0,0.0003004734669027888,0.00011008934592325526,4.083539473993834e-06,4.327700821367963e-07,0.04327700821367963,100000.0,0.01,0.013590349644133366,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.399358447618297,27.0,0.0006557047271815743,0.00024024119426678092,8.85737151116507e-06,9.386967900800104e-07,0.09386967900800104,100000.0,0.01,0.013508170894598923,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.43935747556923,27.0,0.001078011581765687,0.0003949686178868954,1.447404362786609e-05,1.5339469814300216e-06,0.15339469814300216,100000.0,0.01,0.01342661235991444,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.479356503520172,27.0,0.0004385510978652969,0.00016067909095459617,5.8527575423927984e-06,6.202703263869342e-07,0.06202703263869342,100000.0,0.01,0.013345668431527907,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.519355531471106,27.0,0.0005591252913818293,0.00020485581722691468,7.416983491994777e-06,7.860456781377715e-07,0.07860456781377714,100000.0,0.01,0.013265333559968912,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.559354559422044,27.0,0.00013923146318719609,5.101249329004879e-05,1.8358506948480716e-06,1.945619140111425e-07,0.01945619140111425,100000.0,0.01,0.013185602254138337,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.599353587372978,27.0,0.0003500510808534793,0.000128253901844038,4.5879336678394545e-06,4.862253549681376e-07,0.04862253549681376,100000.0,0.01,0.013106469080607763,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.639352615323915,27.0,0.0003132434450613934,0.00011476809029767905,4.080913256389729e-06,4.324917578018717e-07,0.043249175780187166,100000.0,0.01,0.013027928662928286,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.679351643274856,27.0,0.0004892792599133222,0.00017926519187499055,6.3361545170700705e-06,6.7150033157436e-07,0.067150033157436,100000.0,0.01,0.012949975680948638,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.719350671225786,27.0,0.00032559714302224466,0.00011929431533266215,4.191283368972639e-06,4.441886895915962e-07,0.04441886895915962,100000.0,0.01,0.012872604870142527,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.759349699176727,27.0,0.0010291531014628324,0.00037706754264458224,1.3168848597937664e-05,1.3956235088876534e-06,0.13956235088876534,100000.0,0.01,0.01279581102094483,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.79934872712766,27.0,0.0003046723085242406,0.00011162774374754807,3.8753065374362926e-06,4.1070173049442655e-07,0.04107017304944265,100000.0,0.01,0.012719588978096977,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.839347755078602,27.0,0.0016081753167778128,0.000589213319162292,2.0333661986825904e-05,2.1549444113917203e-06,0.21549444113917202,100000.0,0.01,0.012643933640000785,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.879346783029536,27.0,0.0006528022144827644,0.00023917775353159848,8.204966558114838e-06,8.69555461358664e-07,0.08695554613586641,100000.0,0.01,0.012568839958081161,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.919345810980474,27.0,0.0019804433225633663,0.0007256071967566328,2.4744258819996307e-05,2.62237575763425e-06,0.262237575763425,100000.0,0.01,0.01249430293615716,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.95934483893141,27.0,0.08419742838497463,0.030848779810301288,0.0010457588041555361,0.00011082863933406232,11.082863933406232,100000.0,0.01,0.01242031762982153,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,26.999343866882352,27.0,0.266580518331296,0.09767143568942642,0.003291437442468808,0.0003488237744233701,34.88237744233701,100000.0,0.01,0.012346879145828415,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.039342894833283,27.0,0.13738449129350427,0.050335788189225524,0.0016862548613463073,0.0001787078732790316,17.87078732790316,100000.0,0.01,0.012273982641489285,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.079341922784224,27.0,0.0037562758074420823,0.0013762477965564696,4.583266250375056e-05,4.857307059871988e-06,0.48573070598719875,100000.0,0.01,0.012201623324076755,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.119340950735157,27.0,0.0018922750481131744,0.0006933035535582669,2.2952911161474294e-05,2.432530238017926e-06,0.2432530238017926,100000.0,0.01,0.012129796450236504,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.159339978686095,27.0,0.000854035946965816,0.0003129070255871633,1.0298390182288465e-05,1.091414737986315e-06,0.10914147379863151,100000.0,0.01,0.012058497325406693,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.199339006637032,27.0,0.0013134526443681763,0.00048123098525183116,1.57453042456963e-05,1.6686741134926331e-06,0.1668674113492633,100000.0,0.01,0.01198772130324533,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.239338034587966,27.0,0.0006182775106080136,0.00022652837684305696,7.368299841791146e-06,7.808862257970943e-07,0.07808862257970943,100000.0,0.01,0.011917463785065002,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.279337062538907,27.0,0.0008195285720439978,0.00030026399798865476,9.709545233279295e-06,1.029009445085032e-06,0.1029009445085032,100000.0,0.01,0.011847720219275066,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.31933609048984,27.0,0.001607505827070004,0.0005889680273407054,1.893398504114942e-05,2.006607824809649e-06,0.20066078248096492,100000.0,0.01,0.011778486100831334,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.35933511844078,27.0,0.0007238265255654643,0.00026520008432952513,8.475832703312488e-06,8.982616278232721e-07,0.0898261627823272,100000.0,0.01,0.01170975697069272,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.399334146391716,27.0,0.00011267071870154586,4.128100179497461e-05,1.3116593733346589e-06,1.3900855822470154e-07,0.013900855822470155,100000.0,0.01,0.011641528415285264,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.439333174342654,27.0,4.45998021734467e-05,1.634075414442444e-05,5.161890149382124e-07,5.470527805978042e-08,0.01,100000.0,0.01,0.011573796065973023,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.47933220229359,27.0,3.149681303985889e-05,1.1539999128598399e-05,3.624198304198266e-07,3.840894909371187e-08,0.01,100000.0,0.01,0.011506555598535891,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.51933123024453,27.0,7.130703418016743e-05,2.612591665260604e-05,8.157384044717536e-07,8.645127065714584e-08,0.01,100000.0,0.01,0.01143980273265431,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.559330258195466,27.0,5.724931835485984e-05,2.097536290709413e-05,6.511270247840323e-07,6.900589495751228e-08,0.01,100000.0,0.01,0.011373533231400628,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.5993292861464,27.0,4.169187562204638e-05,1.5275329848108454e-05,4.714410105836085e-07,4.9962922159138304e-08,0.01,100000.0,0.01,0.011307742900737086,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.639328314097334,27.0,6.29674456791179e-05,2.3070406118470678e-05,7.079069485130557e-07,7.502338356327262e-08,0.01,100000.0,0.01,0.011242427589020356,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.679327342048275,27.0,2.2731037708530762e-05,8.328339601108975e-06,2.540780649028546e-07,2.6926979821655734e-08,0.01,100000.0,0.01,0.01117758318651248,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.719326369999212,27.0,4.353403170523326e-05,1.5950270502193566e-05,4.83802646021095e-07,5.127299789556652e-08,0.01,100000.0,0.01,0.011113205624898204,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.759325397950146,27.0,6.459698078059392e-05,2.366744536898966e-05,7.137508304083881e-07,7.564271325604213e-08,0.01,100000.0,0.01,0.011049290876808464,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.799324425901087,27.0,3.863609878703082e-05,1.4155735241230453e-05,4.244498045929221e-07,4.498283363402192e-08,0.01,100000.0,0.01,0.010985834955350082,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.83932345385202,27.0,6.647330113244179e-05,2.435490334125798e-05,7.260768279611444e-07,7.694901211939244e-08,0.01,100000.0,0.01,0.01092283391364158,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.879322481802955,27.0,6.988524125141148e-05,2.5604991277136222e-05,7.589735565215466e-07,8.043537976975659e-08,0.01,100000.0,0.01,0.01086028384435487,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.919321509753892,27.0,3.527025537804131e-05,1.2922536505930354e-05,3.8085459722988546e-07,4.03626501898737e-08,0.01,100000.0,0.01,0.010798180879262908,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,27.95932053770483,27.0,7.971292435821432e-05,2.9205719209359872e-05,8.558395013926345e-07,9.070115121266597e-08,0.01,100000.0,0.01,0.01073652118879316,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
