driver_state,harmonic_order,mean_intensity,std_intensity,normalized_intensity,display_intensity,display_offset,mean_cutoff_order,normalized_intensity_cv,spectrum_model,tdse_amplitude_bin_count,tdse_library_field_amplitude_min_au,tdse_library_field_amplitude_max_au,claim_level,mechanism
thermal,41.0,0.7937606927221004,1.1490173210137185,0.0006326235589788381,0.018978706769365142,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,43.0,0.3988726647102914,0.4860847133089816,0.00031789964789392955,0.009536989436817887,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,45.0,1.1539075356431543,1.647912267983989,0.0009196589080616587,0.02758976724184976,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,47.0,0.48783387562023584,0.8580671475573696,0.00038880131683890416,0.011664039505167124,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,49.0,0.3628396746871605,0.5160388572284832,0.00028918152340365224,0.008675445702109567,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,51.0,0.6375412171903898,1.1161725296538,0.0005081173677566954,0.015243521032700862,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,53.0,0.6613273409698393,1.0091720752532995,0.0005270747971401818,0.01581224391420545,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,55.0,0.38635470907957364,0.7651667565405105,0.0003079228958137955,0.009237686874413866,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,57.0,0.6382434833198366,1.4550447096140784,0.0005086770705767448,0.015260312117302343,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,59.0,1.0868694378215737,2.3525048976671017,0.0008662298576943238,0.025986895730829716,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,61.0,0.27040276033552463,0.5725861647715994,0.00021550973507458807,0.006465292052237642,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,63.0,0.5554514132133951,1.318130149891519,0.00044269217799363514,0.013280765339809054,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,65.0,0.28765379918732015,0.48952722330640946,0.00022925873234110546,0.006877761970233164,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
